OPDATE,VESSEL,CRUISE,SERIAL,PORT,STATIONDEPTH,FLOWSTART,FLOWEND,DISTANCEPARM,TOTALCOUNT,ITIS,REFNAME
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,9,666962,Leptodiaptomus sicilis
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,1,85375,Senecella  calanoides
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,141,85257,Copepoda or copepods
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,144,59255,Synchaeta
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,4,58485,Kellicottia
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,3,58348,Keratella
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,1,59270,Polyarthra
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,1,58396,Notholca
21-Apr-17,88,1,39,384,46,783024,783827,0.01531,1,59175,Gastropus
11-May-17,36,1,99,326,73,845991,846327,0.01531,99,666962,Leptodiaptomus sicilis
11-May-17,36,1,99,326,73,845991,846327,0.01531,3,85775,Limnocalanus macrurus
11-May-17,36,1,99,326,73,845991,846327,0.01531,27,85258,Calanoida or calanoids
11-May-17,36,1,99,326,73,845991,846327,0.01531,1,83936,Bosmina
11-May-17,36,1,99,326,73,845991,846327,0.01531,4,88530,Cyclopoida or cyclopoids
11-May-17,36,1,99,326,73,845991,846327,0.01531,1,85375,Senecella  calanoides
11-May-17,36,1,99,326,73,845991,846327,0.01531,1,83877,Daphnia galeata mendotae
11-May-17,36,1,99,326,73,845991,846327,0.01531,1,85845,Skistodiaptomus oregonensis
10-May-17,36,1,88,320,18,844238,844649,0.01531,83,85841,Leptodiaptomus minutus
10-May-17,36,1,88,320,18,844238,844649,0.01531,10,88530,Cyclopoida or cyclopoids
10-May-17,36,1,88,320,18,844238,844649,0.01531,31,83936,Bosmina
10-May-17,36,1,88,320,18,844238,844649,0.01531,54,85839,Leptodiaptomus ashlandi
10-May-17,36,1,88,320,18,844238,844649,0.01531,50,666962,Leptodiaptomus sicilis
10-May-17,36,1,88,320,18,844238,844649,0.01531,6,85845,Skistodiaptomus oregonensis
10-May-17,36,1,88,320,18,844238,844649,0.01531,14,85258,Calanoida or calanoids
26-Apr-17,88,1,118,360,46,366342,367125,0.01531,13,85258,Calanoida or calanoids
26-Apr-17,88,1,118,360,46,366342,367125,0.01531,76,85841,Leptodiaptomus minutus
26-Apr-17,88,1,118,360,46,366342,367125,0.01531,42,88530,Cyclopoida or cyclopoids
26-Apr-17,88,1,118,360,46,366342,367125,0.01531,2,85775,Limnocalanus macrurus
26-Apr-17,88,1,118,360,46,366342,367125,0.01531,3,85375,Senecella  calanoides
26-Apr-17,88,1,118,360,46,366342,367125,0.01531,3,88789,Diacyclops thomasi
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,337,85257,Copepoda or copepods
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,1,59270,Polyarthra
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,3,58485,Kellicottia
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,55,666962,Leptodiaptomus sicilis
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,90,85841,Leptodiaptomus minutus
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,32,85839,Leptodiaptomus ashlandi
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,4,88789,Diacyclops thomasi
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,3,85845,Skistodiaptomus oregonensis
25-Apr-17,88,1,104,360,82,239342,240191,0.01531,31,88530,Cyclopoida or cyclopoids
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,297,83936,Bosmina
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,14,83877,Daphnia galeata mendotae
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,1,85858,Epischura lacustris
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,11,83879,Daphnia retrocurva
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,19,88530,Cyclopoida or cyclopoids
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,2,85845,Skistodiaptomus oregonensis
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,1,85839,Leptodiaptomus ashlandi
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,3,88789,Diacyclops thomasi
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,1,83874,Daphnia pulex
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,203,85257,Copepoda or copepods
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,13,59417,Conochilus
7-Jul-17,88,6,318,384,46,579777,580507,0.01451,5,59282,Ploesoma
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,47,88530,Cyclopoida or cyclopoids
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,53,83936,Bosmina
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,23,85841,Leptodiaptomus minutus
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,8,88692,Mesocyclops edax
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,104,85258,Calanoida or calanoids
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,13,85845,Skistodiaptomus oregonensis
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,11,88789,Diacyclops thomasi
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,6,83957,Holopedium gibberum
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,6,85858,Epischura lacustris
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,2,88692,Mesocyclops edax
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,4,85839,Leptodiaptomus ashlandi
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,1,83877,Daphnia galeata mendotae
19-Jul-17,88,6,522,326,73,926770,927629,0.01451,1,85858,Epischura lacustris
19-Jul-17,88,6,522,326,73,926770,927629,0.01451,1,85375,Senecella  calanoides
19-Jul-17,88,6,522,326,73,926770,927629,0.01451,16,684624,Bythotrephes longimanus or spiny water flea
19-Jul-17,88,6,522,326,73,926770,927629,0.01451,3,90041,Mysis spp.
7-Jul-17,88,6,304,388,18,540118,540619,0.01451,4,684624,Bythotrephes longimanus or spiny water flea
7-Jul-17,88,6,304,388,18,540118,540619,0.01451,82,83972,Leptodora kindtii
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,200,85258,Calanoida or calanoids
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,34,85841,Leptodiaptomus minutus
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,5,85858,Epischura lacustris
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,19,85839,Leptodiaptomus ashlandi
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,9,85858,Epischura lacustris
16-Jun-17,37,4,106,388,46,148940,149154,0.01482,19,88789,Diacyclops thomasi
16-Jun-17,37,4,106,388,46,148940,149154,0.01482,3,85845,Skistodiaptomus oregonensis
10-May-17,36,1,59,330,18,830190,830461,0.01531,28,81338,Dreissena
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,12,85839,Leptodiaptomus ashlandi
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,88,85258,Calanoida or calanoids
10-Jun-17,36,2,131,320,68,98793,99307,0.01316,154,85258,Calanoida or calanoids
10-Jun-17,36,2,131,320,68,98793,99307,0.01316,41,85839,Leptodiaptomus ashlandi
10-Jun-17,36,2,131,320,68,98793,99307,0.01316,26,666962,Leptodiaptomus sicilis
10-Jun-17,36,2,131,320,68,98793,99307,0.01316,30,85841,Leptodiaptomus minutus
10-Jun-17,36,2,131,320,68,98793,99307,0.01316,27,88789,Diacyclops thomasi
10-Jun-17,36,2,131,320,68,98793,99307,0.01316,1,85845,Skistodiaptomus oregonensis
10-Jun-17,36,2,131,320,68,98793,99307,0.01316,1,88692,Mesocyclops edax
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,37,85841,Leptodiaptomus minutus
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,13,59417,Conochilus
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,16,59434,Collotheca
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,4,58348,Keratella
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,1,59270,Polyarthra
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,14,59255,Synchaeta
11-Jun-17,36,2,152,320,18,121581,121971,0.01316,98,81338,Dreissena
11-Jun-17,36,2,143,320,46,112804,113148,0.01316,49,83936,Bosmina
11-Jun-17,36,2,143,320,46,112804,113148,0.01316,16,85839,Leptodiaptomus ashlandi
11-Jun-17,36,2,143,320,46,112804,113148,0.01316,123,85258,Calanoida or calanoids
6-Jul-17,88,6,294,388,46,457010,457900,0.01451,7,81338,Dreissena
6-Jul-17,88,6,294,388,46,457010,457900,0.01451,134,83936,Bosmina
6-Jul-17,88,6,294,388,46,457010,457900,0.01451,14,88692,Mesocyclops edax
6-Jul-17,88,6,294,388,46,457010,457900,0.01451,66,88530,Cyclopoida or cyclopoids
6-Jul-17,88,6,294,388,46,457010,457900,0.01451,29,85258,Calanoida or calanoids
6-Jul-17,88,6,294,388,46,457010,457900,0.01451,17,88789,Diacyclops thomasi
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,9,85858,Epischura lacustris
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,41,88530,Cyclopoida or cyclopoids
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,7,88789,Diacyclops thomasi
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,1,85775,Limnocalanus macrurus
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,2,85845,Skistodiaptomus oregonensis
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,10,88692,Mesocyclops edax
19-Jul-17,88,6,521,326,73,926104,926764,0.01451,45,684624,Bythotrephes longimanus or spiny water flea
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,7,88530,Cyclopoida or cyclopoids
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,230,85258,Calanoida or calanoids
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,3,85775,Limnocalanus macrurus
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,4,85839,Leptodiaptomus ashlandi
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,7,666962,Leptodiaptomus sicilis
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,7,83936,Bosmina
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,1,85858,Epischura lacustris
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,2,85841,Leptodiaptomus minutus
18-Jul-17,88,6,507,330,82,793310,794195,0.01451,1,88789,Diacyclops thomasi
28-Apr-17,88,1,144,356,46,510805,511330,0.01531,195,85257,Copepoda or copepods
8-May-17,36,1,7,305,82,79559,80028,0.01531,3,85775,Limnocalanus macrurus
8-May-17,36,1,7,305,82,79559,80028,0.01531,7,88789,Diacyclops thomasi
8-May-17,36,1,7,305,82,79559,80028,0.01531,2,85775,Limnocalanus macrurus
8-May-17,36,1,7,305,82,79559,80028,0.01531,7,88530,Cyclopoida or cyclopoids
8-May-17,36,1,7,305,82,79559,80028,0.01531,8,85375,Senecella  calanoides
8-May-17,36,1,7,305,82,79559,80028,0.01531,2,85775,Limnocalanus macrurus
10-May-17,36,1,49,330,46,825301,825908,0.01531,108,85839,Leptodiaptomus ashlandi
8-May-17,36,1,7,305,82,79559,80028,0.01531,1,85375,Senecella  calanoides
8-May-17,36,1,7,305,82,79559,80028,0.01531,1,85845,Skistodiaptomus oregonensis
10-May-17,36,1,49,330,46,825301,825908,0.01531,108,85839,Leptodiaptomus ashlandi
10-May-17,36,1,49,330,46,825301,825908,0.01531,51,85258,Calanoida or calanoids
10-May-17,36,1,49,330,46,825301,825908,0.01531,3,83957,Holopedium gibberum
10-May-17,36,1,49,330,46,825301,825908,0.01531,91,85841,Leptodiaptomus minutus
10-May-17,36,1,49,330,46,825301,825908,0.01531,40,666962,Leptodiaptomus sicilis
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,88,85258,Calanoida or calanoids
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,33,666962,Leptodiaptomus sicilis
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,17,85841,Leptodiaptomus minutus
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,3,83936,Bosmina
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,8,88789,Diacyclops thomasi
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,15,88530,Cyclopoida or cyclopoids
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,29,85775,Limnocalanus macrurus
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,21,85375,Senecella  calanoides
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,2,85775,Limnocalanus macrurus
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,7,88692,Mesocyclops edax
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,2,85375,Senecella  calanoides
14-Jun-17,36,2,294,364,46,296515,297048,0.01316,1,83957,Holopedium gibberum
16-Jun-17,37,4,106,388,46,148940,149154,0.01482,34,85258,Calanoida or calanoids
16-Jun-17,37,4,106,388,46,148940,149154,0.01482,147,88530,Cyclopoida or cyclopoids
16-Jun-17,37,4,106,388,46,148940,149154,0.01482,2,83936,Bosmina
16-Jun-17,37,4,106,388,46,148940,149154,0.01482,19,88789,Diacyclops thomasi
16-Jun-17,37,4,106,388,46,148940,149154,0.01482,3,85845,Skistodiaptomus oregonensis
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,62,85257,Copepoda or copepods
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,3,58348,Keratella
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,1,59270,Polyarthra
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,298,59255,Synchaeta
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,1,59235,Asplanchna
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,14,58485,Kellicottia
11-May-17,36,1,111,326,46,853599,854135,0.01531,324,85257,Copepoda or copepods
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,1,202422,Plantae or plant
11-May-17,36,1,120,326,18,856395,856617,0.01531,298,85257,Copepoda or copepods
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,37,85841,Leptodiaptomus minutus
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,2,85775,Limnocalanus macrurus
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,8,666962,Leptodiaptomus sicilis
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,22,85858,Epischura lacustris
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,4,83936,Bosmina
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,5,88692,Mesocyclops edax
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,4,85858,Epischura lacustris
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,1,88692,Mesocyclops edax
11-Jun-17,36,2,171,326,46,139705,140290,0.01316,3,684624,Bythotrephes longimanus or spiny water flea
11-Jun-17,36,2,162,326,73,125456,126037,0.01316,12,85839,Leptodiaptomus ashlandi
11-Jun-17,36,2,162,326,73,125456,126037,0.01316,28,666962,Leptodiaptomus sicilis
10-May-17,36,1,49,330,46,825301,825908,0.01531,40,666962,Leptodiaptomus sicilis
10-May-17,36,1,49,330,46,825301,825908,0.01531,11,88530,Cyclopoida or cyclopoids
10-May-17,36,1,49,330,46,825301,825908,0.01531,15,88789,Diacyclops thomasi
10-May-17,36,1,49,330,46,825301,825908,0.01531,1,83936,Bosmina
10-May-17,36,1,49,330,46,825301,825908,0.01531,1,88692,Mesocyclops edax
10-May-17,36,1,49,330,46,825301,825908,0.01531,1,88745,Tropocyclops prasinus mexicanus
9-May-17,36,1,28,305,18,813795,814062,0.01531,12,86110,Harpacticoida or harpacticoids
9-May-17,36,1,28,305,18,813795,814062,0.01531,5,83936,Bosmina
9-May-17,36,1,28,305,18,813795,814062,0.01531,31,85839,Leptodiaptomus ashlandi
9-May-17,36,1,28,305,18,813795,814062,0.01531,109,85841,Leptodiaptomus minutus
9-May-17,36,1,28,305,18,813795,814062,0.01531,71,666962,Leptodiaptomus sicilis
9-May-17,36,1,28,305,18,813795,814062,0.01531,4,85375,Senecella  calanoides
9-May-17,36,1,28,305,18,813795,814062,0.01531,1,85775,Limnocalanus macrurus
9-May-17,36,1,28,305,18,813795,814062,0.01531,2,85845,Skistodiaptomus oregonensis
9-May-17,36,1,28,305,18,813795,814062,0.01531,7,85258,Calanoida or calanoids
9-May-17,36,1,28,305,18,813795,814062,0.01531,11,88530,Cyclopoida or cyclopoids
9-May-17,36,1,28,305,18,813795,814062,0.01531,12,88789,Diacyclops thomasi
17-Jun-17,37,4,143,305,82,338227,339014,0.01482,25,666962,Leptodiaptomus sicilis
17-Jun-17,37,4,143,305,82,338227,339014,0.01482,6,88530,Cyclopoida or cyclopoids
17-Jun-17,37,4,143,305,82,338227,339014,0.01482,3,85839,Leptodiaptomus ashlandi
17-Jun-17,37,4,143,305,82,338227,339014,0.01482,6,88789,Diacyclops thomasi
17-Jun-17,37,4,143,305,82,338227,339014,0.01482,1,88692,Mesocyclops edax
17-Jun-17,37,4,143,305,82,338227,339014,0.01482,2,90041,Mysis spp.
17-Jun-17,37,4,143,305,82,338227,339014,0.01482,2,90041,Mysis spp.
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,204,85257,Copepoda or copepods
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,1,59417,Conochilus
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,1,59167,Ascomorpha
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,1,59175,Gastropus
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,7,59255,Synchaeta
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,5,58485,Kellicottia
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,1,59074,Trichocerca
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,26,81338,Dreissena
11-May-17,36,1,120,326,18,856395,856617,0.01531,298,85257,Copepoda or copepods
11-May-17,36,1,120,326,18,856395,856617,0.01531,6,81338,Dreissena
19-Apr-17,88,1,12,388,46,607270,608047,0.01531,1,81338,Dreissena
11-May-17,36,1,111,326,46,853599,854135,0.01531,324,85257,Copepoda or copepods
11-May-17,36,1,111,326,46,853599,854135,0.01531,1,58634,Lecane
11-May-17,36,1,111,326,46,853599,854135,0.01531,1,59175,Gastropus
11-May-17,36,1,111,326,46,853599,854135,0.01531,1,58396,Notholca
11-May-17,36,1,110,326,46,852996,853601,0.01531,341,85257,Copepoda or copepods
11-May-17,36,1,110,326,46,852996,853601,0.01531,1,59417,Conochilus
11-May-17,36,1,110,326,46,852996,853601,0.01531,1,59434,Collotheca
11-May-17,36,1,110,326,46,852996,853601,0.01531,1,59175,Gastropus
11-May-17,36,1,110,326,46,852996,853601,0.01531,2,58485,Kellicottia
11-May-17,36,1,100,326,73,846324,846885,0.01531,423,85257,Copepoda or copepods
11-May-17,36,1,100,326,73,846324,846885,0.01531,1,58348,Keratella
11-May-17,36,1,99,326,73,845991,846327,0.01531,360,85257,Copepoda or copepods
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,26,85839,Leptodiaptomus ashlandi
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,4,88692,Mesocyclops edax
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,18,85841,Leptodiaptomus minutus
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,2,85775,Limnocalanus macrurus
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,6,666962,Leptodiaptomus sicilis
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,2,83936,Bosmina
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,1,85858,Epischura lacustris
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,1,85775,Limnocalanus macrurus
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,5,88789,Diacyclops thomasi
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,259,85258,Calanoida or calanoids
15-Jul-17,88,6,451,356,46,418542,419250,0.01451,22,88530,Cyclopoida or cyclopoids
15-Jul-17,88,6,451,356,46,418542,419250,0.01451,11,83957,Holopedium gibberum
15-Jul-17,88,6,451,356,46,418542,419250,0.01451,4,684624,Bythotrephes longimanus or spiny water flea
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,437,85258,Calanoida or calanoids
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,73,85841,Leptodiaptomus minutus
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,29,85839,Leptodiaptomus ashlandi
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,17,88789,Diacyclops thomasi
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,4,85775,Limnocalanus macrurus
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,2,85858,Epischura lacustris
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,9,85858,Epischura lacustris
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,12,88530,Cyclopoida or cyclopoids
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,11,83936,Bosmina
24-Jul-17,88,6,606,305,82,466224,466922,0.01451,18,88530,Cyclopoida or cyclopoids
24-Jul-17,88,6,606,305,82,466224,466922,0.01451,5,83957,Holopedium gibberum
24-Jul-17,88,6,606,305,82,466224,466922,0.01451,3,88789,Diacyclops thomasi
24-Jul-17,88,6,606,305,82,466224,466922,0.01451,2,83936,Bosmina
24-Jul-17,88,6,606,305,82,466224,466922,0.01451,32,85841,Leptodiaptomus minutus
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,898,202422,Plantae or plant
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,11,666962,Leptodiaptomus sicilis
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,15,85775,Limnocalanus macrurus
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,7,85839,Leptodiaptomus ashlandi
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,65,85258,Calanoida or calanoids
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,15,85775,Limnocalanus macrurus
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,7,85839,Leptodiaptomus ashlandi
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,38,88789,Diacyclops thomasi
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,21,85775,Limnocalanus macrurus
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,4,83936,Bosmina
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,51,88530,Cyclopoida or cyclopoids
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,1,85858,Epischura lacustris
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,3,85375,Senecella  calanoides
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,2,85845,Skistodiaptomus oregonensis
17-Jun-17,37,4,130,384,46,287412,287903,0.01482,1,684624,Bythotrephes longimanus or spiny water flea
16-Jul-17,88,6,461,356,18,516959,517365,0.01451,159,85257,Copepoda or copepods
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,16,83972,Leptodora kindtii
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,42,85257,Copepoda or copepods
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,683,59417,Conochilus
8-Jul-17,88,6,333,384,18,659494,659891,0.01451,25,58348,Keratella
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,259,85258,Calanoida or calanoids
11-Jul-17,88,6,393,360,82,28167,28956,0.01451,18,684624,Bythotrephes longimanus or spiny water flea
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,269,85258,Calanoida or calanoids
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,2,88692,Mesocyclops edax
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,4,88530,Cyclopoida or cyclopoids
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,7,88789,Diacyclops thomasi
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,3,85841,Leptodiaptomus minutus
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,15,666962,Leptodiaptomus sicilis
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,8,85775,Limnocalanus macrurus
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,3,83957,Holopedium gibberum
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,1,85839,Leptodiaptomus ashlandi
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,3,85775,Limnocalanus macrurus
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,1,684624,Bythotrephes longimanus or spiny water flea
11-Jul-17,88,6,394,360,82,28950,29930,0.01451,1,90041,Mysis spp.
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,156,85258,Calanoida or calanoids
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,6,83936,Bosmina
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,65,83957,Holopedium gibberum
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,2,85858,Epischura lacustris
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,6,85841,Leptodiaptomus minutus
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,18,85839,Leptodiaptomus ashlandi
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,13,88692,Mesocyclops edax
12-Jul-17,88,6,407,360,46,158587,159556,0.01451,1,85775,Limnocalanus macrurus
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,11,83936,Bosmina
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,1,666962,Leptodiaptomus sicilis
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,1,88692,Mesocyclops edax
18-Jul-17,88,6,506,330,82,792589,793310,0.01451,10,684624,Bythotrephes longimanus or spiny water flea
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,218,85258,Calanoida or calanoids
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,37,85839,Leptodiaptomus ashlandi
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,105,83936,Bosmina
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,8,88530,Cyclopoida or cyclopoids
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,5,85858,Epischura lacustris
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,17,85841,Leptodiaptomus minutus
18-Jul-17,88,6,489,330,18,707013,707494,0.01451,2,666962,Leptodiaptomus sicilis
11-May-17,36,1,120,326,18,856395,856617,0.01531,23,666962,Leptodiaptomus sicilis
11-May-17,36,1,120,326,18,856395,856617,0.01531,16,85258,Calanoida or calanoids
11-May-17,36,1,120,326,18,856395,856617,0.01531,4,83936,Bosmina
11-May-17,36,1,120,326,18,856395,856617,0.01531,1,85775,Limnocalanus macrurus
11-May-17,36,1,120,326,18,856395,856617,0.01531,1,88530,Cyclopoida or cyclopoids
11-May-17,36,1,110,326,46,852996,853601,0.01531,58,85839,Leptodiaptomus ashlandi
11-May-17,36,1,110,326,46,852996,853601,0.01531,82,666962,Leptodiaptomus sicilis
11-May-17,36,1,110,326,46,852996,853601,0.01531,64,85841,Leptodiaptomus minutus
11-May-17,36,1,110,326,46,852996,853601,0.01531,11,85258,Calanoida or calanoids
11-May-17,36,1,110,326,46,852996,853601,0.01531,5,83936,Bosmina
11-May-17,36,1,110,326,46,852996,853601,0.01531,4,88530,Cyclopoida or cyclopoids
11-May-17,36,1,110,326,46,852996,853601,0.01531,18,88789,Diacyclops thomasi
11-May-17,36,1,110,326,46,852996,853601,0.01531,2,85845,Skistodiaptomus oregonensis
11-May-17,36,1,110,326,46,852996,853601,0.01531,1,85775,Limnocalanus macrurus
