,SiteID,Species,Count,Site,UnifiedDate,MonthPeriod,DFS,Month,Area,MeterEnd,MeterMCoe,Volume,Julian
2482,Ztx153-22374,Daphniagaleatamendotae,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2483,Ztx153-22374,Daphnialongiremis,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2484,Ztx153-22374,Leptodorakindti,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2485,Ztx153-22374,Calanoidcopepodites,48827,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2486,Ztx153-22374,Daphniaparvula,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2487,Ztx153-22374,Holopediumgibberum,156,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2488,Ztx153-22374,Eurytemoracarolleea,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2489,Ztx153-22374,Eurycercuslamellatus,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2490,Ztx153-22374,Diaphanosomaspp,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2491,Ztx153-22374,Epischuralacustris,311,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2492,Ztx153-22374,Tropocyclopsprasinusmexicanus,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2493,Ztx153-22374,Bosminaspp,1400,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2494,Ztx153-22374,Microcyclopsvaricans,0,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2495,Ztx153-22374,Leptodiaptomussicilis,156,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2496,Ztx153-22374,Senecellacopepodites,156,Boot Island 46,7/22/2020,L July,Midshore,July,NMB,2010,53.8180314,10.56713683,204
2497,Ztx153-22378,Harpacticoidcopepodites,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2498,Ztx153-22378,Leptodiaptomusminutus,6322,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2499,Ztx153-22378,Ceriodaphniaspp,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2500,Ztx153-22378,Cercopagispengoi,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2501,Ztx153-22378,Polyphemuspediculus,452,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2502,Ztx153-22378,Cyclopscopepodites,13846,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2503,Ztx153-22378,Chydorussp,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2504,Ztx153-22378,Senecellacalanoides,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2505,Ztx153-22378,Mysisdiluviana,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2506,Ztx153-22378,Diaphanosomaspp,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2507,Ztx153-22378,Alonella,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2508,Ztx153-22378,Calanoidcopepodites,45903,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2509,Ztx153-22378,Daphniaretrocurva,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2510,Ztx153-22378,Skistodiaptomusoregonensis,603,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2511,Ztx153-22378,Epischuralacustris,452,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2512,Ztx153-22378,Daphniaspp,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2513,Ztx153-22378,Diacyclopsthomasi,3914,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2514,Ztx153-22378,Daphniagaleatamendotae,151,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2515,Ztx153-22378,Leptodiaptomusashlandi,2258,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2516,Ztx153-22378,Bosminalongirostris,1957,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2517,Ztx153-22378,Eubosminacoregoni,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2518,Ztx153-22378,Mesocyclopsedax,753,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2519,Ztx153-22378,Diacyclopsnanus,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2520,Ztx153-22378,Limnocalanuscopepodites,151,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2521,Ztx153-22378,Microcyclopsvaricans,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2522,Ztx153-22378,Senecellacopepodites,151,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2523,Ztx153-22378,Eurycercuslamellatus,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2524,Ztx153-22378,Alonaspp,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2525,Ztx153-22378,Eurytemoracarolleea,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2526,Ztx153-22378,Bythotrepheslongimanus,14,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2527,Ztx153-22378,Bosminaspp,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2528,Ztx153-22378,Holopediumgibberum,452,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2529,Ztx153-22378,Limnocalanusmacrurus,2107,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2530,Ztx153-22378,Leptodorakindti,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2531,Ztx153-22378,Daphniaparvula,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2532,Ztx153-22378,Daphnialongiremis,0,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2533,Ztx153-22378,Epischuracopepodites,301,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2534,Ztx153-22378,Tropocyclopsprasinusmexicanus,151,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2535,Ztx153-22378,Leptodiaptomussicilis,2258,Boot Island 73,7/22/2020,L July,Offshore,July,NMB,3480,93.1774872,18.29534138,204
2536,Ztx153-22382,Epischuracopepodites,540,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2537,Ztx153-22382,Diaphanosomaspp,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2538,Ztx153-22382,Leptodiaptomussicilis,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2539,Ztx153-22382,Bosminaspp,135,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2540,Ztx153-22382,Bosminalongirostris,9450,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2541,Ztx153-22382,Diacyclopsnanus,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2542,Ztx153-22382,Calanoidcopepodites,2093,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2543,Ztx153-22382,Diacyclopsthomasi,203,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2544,Ztx153-22382,Daphnialongiremis,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2545,Ztx153-22382,Daphniagaleatamendotae,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2546,Ztx153-22382,Cyclopscopepodites,14445,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2547,Ztx153-22382,Daphniaspp,1890,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2548,Ztx153-22382,Mesocyclopsedax,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2549,Ztx153-22382,Leptodiaptomusashlandi,68,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2550,Ztx153-22382,Eubosminacoregoni,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2551,Ztx153-22382,Leptodiaptomusminutus,68,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2552,Ztx153-22382,Leptodorakindti,203,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2553,Ztx153-22382,Eurycercuslamellatus,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2554,Ztx153-22382,Microcyclopsvaricans,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2555,Ztx153-22382,Daphniaparvula,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2556,Ztx153-22382,Senecellacopepodites,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2557,Ztx153-22382,Bythotrepheslongimanus,12,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2558,Ztx153-22382,Holopediumgibberum,2768,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2559,Ztx153-22382,Alonaspp,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2560,Ztx153-22382,Mysisdiluviana,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2561,Ztx153-22382,Polyphemuspediculus,68,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2562,Ztx153-22382,Alonella,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2563,Ztx153-22382,Limnocalanusmacrurus,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2564,Ztx153-22382,Daphniaretrocurva,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2565,Ztx153-22382,Tropocyclopsprasinusmexicanus,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2566,Ztx153-22382,Epischuralacustris,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2567,Ztx153-22382,Harpacticoidcopepodites,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2568,Ztx153-22382,Cercopagispengoi,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2569,Ztx153-22382,Eurytemoracarolleea,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2570,Ztx153-22382,Skistodiaptomusoregonensis,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2571,Ztx153-22382,Chydorussp,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2572,Ztx153-22382,Ceriodaphniaspp,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2573,Ztx153-22382,Limnocalanuscopepodites,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2574,Ztx153-22382,Senecellacalanoides,0,Thessalon River 18,7/20/2020,L July,Midshore,July,NC,1190,31.8624166,6.256165585,202
2575,Ztx153-22386,Leptodiaptomusashlandi,1130,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2576,Ztx153-22386,Epischuracopepodites,452,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2577,Ztx153-22386,Eubosminacoregoni,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2578,Ztx153-22386,Daphnialongiremis,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2579,Ztx153-22386,Diaphanosomaspp,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2580,Ztx153-22386,Mysisdiluviana,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2581,Ztx153-22386,Tropocyclopsprasinusmexicanus,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2582,Ztx153-22386,Mesocyclopsedax,452,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2583,Ztx153-22386,Cyclopscopepodites,31640,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2584,Ztx153-22386,Diacyclopsthomasi,5876,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2585,Ztx153-22386,Bosminalongirostris,59664,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2586,Ztx153-22386,Limnocalanusmacrurus,452,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2587,Ztx153-22386,Diacyclopsnanus,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2588,Ztx153-22386,Bosminaspp,15142,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2589,Ztx153-22386,Bythotrepheslongimanus,4,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2590,Ztx153-22386,Holopediumgibberum,3616,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2591,Ztx153-22386,Leptodiaptomusminutus,226,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2592,Ztx153-22386,Limnocalanuscopepodites,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2593,Ztx153-22386,Skistodiaptomusoregonensis,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2594,Ztx153-22386,Alonaspp,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2595,Ztx153-22386,Alonella,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2596,Ztx153-22386,Chydorussp,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2597,Ztx153-22386,Daphniaretrocurva,1130,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2598,Ztx153-22386,Leptodorakindti,678,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2599,Ztx153-22386,Cercopagispengoi,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2600,Ztx153-22386,Leptodiaptomussicilis,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2601,Ztx153-22386,Daphniaspp,226,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2602,Ztx153-22386,Senecellacalanoides,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2603,Ztx153-22386,Epischuralacustris,452,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2604,Ztx153-22386,Ceriodaphniaspp,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2605,Ztx153-22386,Eurytemoracarolleea,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2606,Ztx153-22386,Senecellacopepodites,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2607,Ztx153-22386,Harpacticoidcopepodites,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2608,Ztx153-22386,Daphniagaleatamendotae,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2609,Ztx153-22386,Polyphemuspediculus,226,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2610,Ztx153-22386,Daphniaparvula,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2611,Ztx153-22386,Calanoidcopepodites,6554,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2612,Ztx153-22386,Eurycercuslamellatus,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2613,Ztx153-22386,Microcyclopsvaricans,0,Thessalon River 46,7/20/2020,L July,Midshore,July,NC,2280,61.0473192,11.98660297,202
2614,Ztx153-22390,Microcyclopsvaricans,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2615,Ztx153-22390,Eubosminacoregoni,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2616,Ztx153-22390,Bosminalongirostris,33410,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2617,Ztx153-22390,Mesocyclopsedax,129,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2618,Ztx153-22390,Epischuralacustris,386,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2619,Ztx153-22390,Alonella,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2620,Ztx153-22390,Leptodiaptomusashlandi,2185,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2621,Ztx153-22390,Skistodiaptomusoregonensis,1542,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2622,Ztx153-22390,Alonaspp,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2623,Ztx153-22390,Daphniagaleatamendotae,129,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2624,Ztx153-22390,Diacyclopsthomasi,15164,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2625,Ztx153-22390,Diacyclopsnanus,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2626,Ztx153-22390,Senecellacalanoides,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2627,Ztx153-22390,Daphnialongiremis,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2628,Ztx153-22390,Calanoidcopepodites,9381,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2629,Ztx153-22390,Tropocyclopsprasinusmexicanus,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2630,Ztx153-22390,Mysisdiluviana,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2631,Ztx153-22390,Bosminaspp,4883,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2632,Ztx153-22390,Diaphanosomaspp,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2633,Ztx153-22390,Eurycercuslamellatus,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2634,Ztx153-22390,Harpacticoidcopepodites,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2635,Ztx153-22390,Daphniaparvula,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2636,Ztx153-22390,Daphniaspp,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2637,Ztx153-22390,Bythotrepheslongimanus,11,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2638,Ztx153-22390,Holopediumgibberum,3084,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2639,Ztx153-22390,Eurytemoracarolleea,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2640,Ztx153-22390,Leptodiaptomusminutus,386,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2641,Ztx153-22390,Limnocalanusmacrurus,643,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2642,Ztx153-22390,Epischuracopepodites,129,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2643,Ztx153-22390,Chydorussp,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2644,Ztx153-22390,Daphniaretrocurva,257,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2645,Ztx153-22390,Leptodiaptomussicilis,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2646,Ztx153-22390,Leptodorakindti,257,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2647,Ztx153-22390,Cercopagispengoi,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2648,Ztx153-22390,Senecellacopepodites,257,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2649,Ztx153-22390,Limnocalanuscopepodites,129,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2650,Ztx153-22390,Polyphemuspediculus,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2651,Ztx153-22390,Cyclopscopepodites,23644,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2652,Ztx153-22390,Ceriodaphniaspp,0,Thessalon River 46 Offshore,7/20/2020,L July,Offshore,July,NC,1750,46.856495,9.200243508,202
2653,Ztx153-22546,Tropocyclopsprasinusmexicanus,159,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2654,Ztx153-22546,Bosminalongirostris,159,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2655,Ztx153-22546,Diacyclopsthomasi,53,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2656,Ztx153-22546,Bosminaspp,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2657,Ztx153-22546,Mesocyclopsedax,53,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2658,Ztx153-22546,Leptodiaptomusminutus,530,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2659,Ztx153-22546,Leptodiaptomussicilis,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2660,Ztx153-22546,Daphnialongiremis,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2661,Ztx153-22546,Epischuralacustris,265,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2662,Ztx153-22546,Senecellacalanoides,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2663,Ztx153-22546,Alonella,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2664,Ztx153-22546,Microcyclopsvaricans,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2665,Ztx153-22546,Daphniagaleatamendotae,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2666,Ztx153-22546,Eubosminacoregoni,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2667,Ztx153-22546,Eurytemoracarolleea,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2668,Ztx153-22546,Leptodiaptomusashlandi,4187,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2669,Ztx153-22546,Diacyclopsnanus,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2670,Ztx153-22546,Epischuracopepodites,1961,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2671,Ztx153-22546,Cercopagispengoi,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2672,Ztx153-22546,Chydorussp,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2673,Ztx153-22546,Daphniaretrocurva,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
2674,Ztx153-22546,Polyphemuspediculus,0,Spanish River 5,8/13/2020,Aug,Nearshore,Aug,NC,50,7.8095,1.533390444,226
