"","OP_DATE","VESSEL","CRUISE","SERIAL","PORT","STATION_DEPTH","FLOW_START","FLOW_END","DISTANCE_PARM","TOD","STRAT_MIN","STRAT_MAX","SUB_SAMPLE","SAMPLE_VOLUME","ALIQUOT_VOLUME","TOTAL_COUNT","ITIS","REF_NAME","LIFE_STAGE","LIFE_STAGE_NAME"
"539","26-Apr-17",88,1,117,360,46,365806,366433,0.01531,3,0,20,"W",25,25,1,99208,"Insecta or insects",8,"adult"
"540","25-Apr-17",88,1,104,360,82,239342,240191,0.01531,3,20,40,"S",20,2,337,85257,"Copepoda or copepods",1,"nauplius"
"541","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,5,88789,"Diacyclops thomasi",8,"adult"
"542","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,15,85258,"Calanoida or calanoids",2,"copepodite"
"543","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,103,85841,"Leptodiaptomus minutus",8,"adult"
"544","12-Jun-17",36,2,222,356,82,182385,182917,0.01316,2,0,20,"S",150,1,3,59270,"Polyarthra",8,"adult"
"545","12-Jun-17",36,2,222,356,82,182385,182917,0.01316,2,0,20,"S",150,1,2,59255,"Synchaeta",8,"adult"
"546","12-Jun-17",36,2,222,356,82,182385,182917,0.01316,2,0,20,"S",150,1,126,81338,"Dreissena",6,"veliger"
"547","12-Jun-17",36,2,222,356,82,182385,182917,0.01316,2,0,20,"S",150,1,91,202422,"Plantae or plant",18,"pollen"
"548","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,154,85841,"Leptodiaptomus minutus",8,"adult"
"549","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,17,85839,"Leptodiaptomus ashlandi",8,"adult"
"550","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,2,83936,"Bosmina",8,"adult"
"551","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,5,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"552","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,10,666962,"Leptodiaptomus sicilis",8,"adult"
"553","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"L",30,3,14,85258,"Calanoida or calanoids",2,"copepodite"
"554","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"L",30,3,4,88692,"Mesocyclops edax",2,"copepodite"
"555","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"L",30,3,2,83877,"Daphnia galeata mendotae",8,"adult"
"556","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"L",30,3,4,85775,"Limnocalanus macrurus",8,"adult"
"557","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"L",30,3,3,85775,"Limnocalanus macrurus",2,"copepodite"
"558","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"L",30,3,4,88789,"Diacyclops thomasi",8,"adult"
"559","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"L",30,3,1,86110,"Harpacticoida or harpacticoids",2,"copepodite"
"560","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"W",30,30,2,684624,"Bythotrephes longimanus or spiny water flea",13,"instar 1"
"561","10-May-17",36,1,88,320,18,844238,844649,0.01531,1,0,10,"W",30,30,1,164725,"Lota lota or burbot or lawyerfish",4,"larva"
"562","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,56,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"563","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,119,83936,"Bosmina",8,"adult"
"564","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,51,85258,"Calanoida or calanoids",2,"copepodite"
"565","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,36,85858,"Epischura lacustris",2,"copepodite"
"566","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,7,85841,"Leptodiaptomus minutus",8,"adult"
"567","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,5,85858,"Epischura lacustris",8,"adult"
"568","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,12,85845,"Skistodiaptomus oregonensis",8,"adult"
"569","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,1,85839,"Leptodiaptomus ashlandi",8,"adult"
"570","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,1,88745,"Tropocyclops prasinus mexicanus",2,"copepodite"
"571","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,2,88745,"Tropocyclops prasinus mexicanus",8,"adult"
"572","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,3,88789,"Diacyclops thomasi",8,"adult"
"573","25-Jul-17",88,6,621,305,46,621208,622059,0.01451,3,20,35,"L",150,1,20,83936,"Bosmina",8,"adult"
"574","25-Jul-17",88,6,621,305,46,621208,622059,0.01451,3,20,35,"L",150,1,4,88789,"Diacyclops thomasi",8,"adult"
"575","25-Jul-17",88,6,621,305,46,621208,622059,0.01451,3,20,35,"L",150,1,1,88692,"Mesocyclops edax",2,"copepodite"
"576","25-Jul-17",88,6,621,305,46,621208,622059,0.01451,3,20,35,"L",150,1,1,666962,"Leptodiaptomus sicilis",8,"adult"
"577","25-Jul-17",88,6,621,305,46,621208,622059,0.01451,3,20,35,"W",150,150,5,684624,"Bythotrephes longimanus or spiny water flea",13,"instar 1"
"578","25-Jul-17",88,6,621,305,46,621208,622059,0.01451,3,20,35,"W",150,150,10,684624,"Bythotrephes longimanus or spiny water flea",14,"instar 2"
"579","25-Jul-17",88,6,621,305,46,621208,622059,0.01451,3,20,35,"W",150,150,23,684624,"Bythotrephes longimanus or spiny water flea",15,"instar 3"
"580","11-May-17",36,1,120,326,18,856395,856617,0.01531,1,0,10,"L",25,2,209,85841,"Leptodiaptomus minutus",8,"adult"
"581","11-May-17",36,1,120,326,18,856395,856617,0.01531,1,0,10,"L",25,2,24,85839,"Leptodiaptomus ashlandi",8,"adult"
"582","11-May-17",36,1,120,326,18,856395,856617,0.01531,1,0,10,"L",25,2,6,88789,"Diacyclops thomasi",8,"adult"
"583","24-Apr-17",88,1,89,364,82,125986,126737,0.01531,3,0,20,"L",40,2,4,85375,"Senecella  calanoides",1,"nauplius"
"584","24-Apr-17",88,1,89,364,82,125986,126737,0.01531,3,0,20,"L",40,2,1,85775,"Limnocalanus macrurus",8,"adult"
"585","24-Apr-17",88,1,89,364,82,125986,126737,0.01531,3,0,20,"L",40,2,4,88789,"Diacyclops thomasi",8,"adult"
"586","24-Apr-17",88,1,89,364,82,125986,126737,0.01531,3,0,20,"S",35,1,258,85257,"Copepoda or copepods",1,"nauplius"
"587","24-Apr-17",88,1,89,364,82,125986,126737,0.01531,3,0,20,"S",35,1,3,59270,"Polyarthra",8,"adult"
"588","24-Apr-17",88,1,89,364,82,125986,126737,0.01531,3,0,20,"S",35,1,1,59255,"Synchaeta",8,"adult"
"589","24-Apr-17",88,1,89,364,82,125986,126737,0.01531,3,0,20,"S",35,1,3,202422,"Plantae or plant",18,"pollen"
"590","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,1,88789,"Diacyclops thomasi",8,"adult"
"591","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,39,85839,"Leptodiaptomus ashlandi",8,"adult"
"592","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,64,85841,"Leptodiaptomus minutus",8,"adult"
"593","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"L",150,2,1,83879,"Daphnia retrocurva",8,"adult"
"594","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"W",150,150,8,684624,"Bythotrephes longimanus or spiny water flea",13,"instar 1"
"595","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"W",150,150,2,684624,"Bythotrephes longimanus or spiny water flea",14,"instar 2"
"596","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"W",150,150,1,684624,"Bythotrephes longimanus or spiny water flea",15,"instar 3"
"597","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"W",150,150,1,83972,"Leptodora kindtii",9,"unknown"
"598","15-Jun-17",37,4,88,388,18,23565,24061,0.01482,3,0,10,"W",150,150,1,127917,"Chironomidae or chironomids",4,"larva"
"599","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,86,85841,"Leptodiaptomus minutus",8,"adult"
"600","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,15,85258,"Calanoida or calanoids",2,"copepodite"
"601","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,35,85839,"Leptodiaptomus ashlandi",8,"adult"
"602","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,7,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"603","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,53,666962,"Leptodiaptomus sicilis",8,"adult"
"604","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,2,85775,"Limnocalanus macrurus",8,"adult"
"605","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,1,83936,"Bosmina",8,"adult"
"606","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,8,88789,"Diacyclops thomasi",8,"adult"
"607","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,7,85858,"Epischura lacustris",2,"copepodite"
"608","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"L",50,1,1,85858,"Epischura lacustris",8,"adult"
"609","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"W",50,50,2,68422,"Oligochaeta or oligochaetes or worms",9,"unknown"
"610","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"S",100,1,572,85257,"Copepoda or copepods",1,"nauplius"
"611","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"S",100,1,1,59417,"Conochilus",8,"adult"
"612","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"S",100,1,1,59175,"Gastropus",8,"adult"
"613","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"S",100,1,5,59255,"Synchaeta",8,"adult"
"614","12-Jun-17",36,2,213,330,18,178508,178921,0.01316,1,0,10,"S",100,1,172,202422,"Plantae or plant",18,"pollen"
"615","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,297,85258,"Calanoida or calanoids",2,"copepodite"
"616","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,18,85841,"Leptodiaptomus minutus",8,"adult"
"617","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,33,85839,"Leptodiaptomus ashlandi",8,"adult"
"618","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,57,666962,"Leptodiaptomus sicilis",8,"adult"
"619","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,22,85258,"Calanoida or calanoids",2,"copepodite"
"620","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,25,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"621","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,5,85375,"Senecella  calanoides",1,"nauplius"
"622","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,1,85845,"Skistodiaptomus oregonensis",8,"adult"
"623","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,1,85375,"Senecella  calanoides",2,"copepodite"
"624","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"L",25,5,2,85775,"Limnocalanus macrurus",8,"adult"
"625","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"S",25,3,185,85257,"Copepoda or copepods",1,"nauplius"
"626","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"S",25,3,2,59270,"Polyarthra",8,"adult"
"627","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"S",25,3,3,58396,"Notholca",8,"adult"
"628","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"S",25,3,20,58485,"Kellicottia",8,"adult"
"629","24-Apr-17",88,1,77,364,18,45867,46091,0.01531,3,0,10,"S",25,3,1,202422,"Plantae or plant",18,"pollen"
"630","13-Jun-17",36,2,264,360,46,224820,225250,0.01316,1,20,35,"L",40,6,31,666962,"Leptodiaptomus sicilis",8,"adult"
"631","13-Jun-17",36,2,264,360,46,224820,225250,0.01316,1,20,35,"L",40,6,37,85775,"Limnocalanus macrurus",2,"copepodite"
"632","13-Jun-17",36,2,264,360,46,224820,225250,0.01316,1,20,35,"L",40,6,74,85258,"Calanoida or calanoids",2,"copepodite"
"633","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,8,666962,"Leptodiaptomus sicilis",8,"adult"
"634","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,9,88789,"Diacyclops thomasi",8,"adult"
"635","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,2,85858,"Epischura lacustris",2,"copepodite"
"636","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,4,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"637","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"L",40,1,2,85775,"Limnocalanus macrurus",2,"copepodite"
"638","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"S",75,1,462,85257,"Copepoda or copepods",1,"nauplius"
"639","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"S",75,1,2,59417,"Conochilus",8,"adult"
"640","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"S",75,1,1,59434,"Collotheca",8,"adult"
"641","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"S",75,1,23,59255,"Synchaeta",8,"adult"
"642","12-Jun-17",36,2,204,330,46,169788,170308,0.01316,3,20,35,"S",75,1,1,58485,"Kellicottia",8,"adult"
"643","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,54,85839,"Leptodiaptomus ashlandi",8,"adult"
"644","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,99,666962,"Leptodiaptomus sicilis",8,"adult"
"645","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,22,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"646","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,1,85775,"Limnocalanus macrurus",8,"adult"
"647","14-Jun-17",36,2,293,364,46,295828,296515,0.01316,2,0,20,"L",70,1,8,88692,"Mesocyclops edax",2,"copepodite"
"648","16-Jun-17",37,4,105,388,46,148348,148941,0.01482,3,0,20,"L",150,1,96,85258,"Calanoida or calanoids",2,"copepodite"
"649","13-Jun-17",37,4,62,305,18,875434,875908,0.01482,3,0,10,"S",300,2,4,59434,"Collotheca",8,"adult"
"650","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"L",150,1,3,88692,"Mesocyclops edax",2,"copepodite"
"651","16-Jun-17",37,4,115,384,18,176523,176812,0.01482,3,0,10,"L",150,1,4,85839,"Leptodiaptomus ashlandi",8,"adult"
"652","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"L",60,1,141,85258,"Calanoida or calanoids",2,"copepodite"
"653","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"L",60,1,55,85841,"Leptodiaptomus minutus",8,"adult"
"654","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"L",60,1,18,85839,"Leptodiaptomus ashlandi",8,"adult"
"655","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"L",60,1,10,666962,"Leptodiaptomus sicilis",8,"adult"
"656","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"L",60,1,6,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"657","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"L",60,1,7,85858,"Epischura lacustris",2,"copepodite"
"658","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"L",60,1,4,88789,"Diacyclops thomasi",8,"adult"
"659","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"S",80,1,548,85257,"Copepoda or copepods",1,"nauplius"
"660","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"S",80,1,1,59417,"Conochilus",8,"adult"
"661","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"S",80,1,1,58348,"Keratella",8,"adult"
"662","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"S",80,1,1,59175,"Gastropus",8,"adult"
"663","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"S",80,1,45,59255,"Synchaeta",8,"adult"
"664","11-May-17",36,1,99,326,73,845991,846327,0.01531,3,0,20,"S",35,1,1,81338,"Dreissena",6,"veliger"
"665","11-Jun-17",36,2,142,320,46,110916,111687,0.01316,3,0,20,"W",100,100,3,684624,"Bythotrephes longimanus or spiny water flea",15,"instar 3"
"666","17-Jun-17",37,4,143,305,82,338227,339014,0.01482,3,20,40,"S",60,1,1,59434,"Collotheca",8,"adult"
"667","6-Jul-17",88,6,293,388,46,456405,457010,0.01451,3,0,20,"S",500,1,6,59434,"Collotheca",8,"adult"
"668","17-Jul-17",88,6,479,330,46,587700,588642,0.01451,3,20,35,"W",70,70,10,90041,"Mysis spp.",9,"unknown"
"669","15-Jul-17",88,6,450,356,46,417684,418540,0.01451,3,20,35,"W",40,40,2,90041,"Mysis spp.",9,"unknown"
"670","14-Jul-17",88,6,436,356,82,320315,321595,0.01451,3,20,40,"W",50,50,1,90041,"Mysis spp.",9,"unknown"
"671","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,3,85375,"Senecella  calanoides",2,"copepodite"
"672","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"L",25,2,1,85375,"Senecella  calanoides",1,"nauplius"
"673","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"S",35,2,253,85257,"Copepoda or copepods",1,"nauplius"
"674","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"S",35,2,2,59270,"Polyarthra",8,"adult"
"675","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"S",35,2,8,58396,"Notholca",8,"adult"
"676","23-Apr-17",88,1,65,364,46,954351,954932,0.01531,3,0,20,"S",35,2,4,59255,"Synchaeta",8,"adult"
"677","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,90,85841,"Leptodiaptomus minutus",8,"adult"
"678","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,11,85375,"Senecella  calanoides",1,"nauplius"
"679","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,39,85839,"Leptodiaptomus ashlandi",8,"adult"
"680","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,5,85258,"Calanoida or calanoids",2,"copepodite"
"681","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,15,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"682","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,60,666962,"Leptodiaptomus sicilis",8,"adult"
"683","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,3,88789,"Diacyclops thomasi",8,"adult"
"684","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,1,85375,"Senecella  calanoides",2,"copepodite"
"685","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,1,85375,"Senecella  calanoides",8,"adult"
"686","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"L",25,2,1,85775,"Limnocalanus macrurus",8,"adult"
"687","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"S",25,2,320,85257,"Copepoda or copepods",1,"nauplius"
"688","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"S",25,2,7,58396,"Notholca",8,"adult"
"689","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"S",25,2,1,59255,"Synchaeta",8,"adult"
"690","23-Apr-17",88,1,66,364,46,954931,955601,0.01531,3,20,35,"S",25,2,3,58485,"Kellicottia",8,"adult"
"691","21-Apr-17",88,1,39,384,46,783024,783827,0.01531,3,20,35,"L",30,1,4,88745,"Tropocyclops prasinus mexicanus",8,"adult"
"692","21-Apr-17",88,1,39,384,46,783024,783827,0.01531,3,20,35,"L",30,1,3,85775,"Limnocalanus macrurus",2,"copepodite"
"693","21-Apr-17",88,1,39,384,46,783024,783827,0.01531,3,20,35,"L",30,1,18,85258,"Calanoida or calanoids",2,"copepodite"
"694","12-Jun-17",36,2,203,330,46,168964,169788,0.01316,3,0,20,"W",60,60,1,127917,"Chironomidae or chironomids",8,"adult"
"695","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,187,85258,"Calanoida or calanoids",2,"copepodite"
"696","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,4,83957,"Holopedium gibberum",8,"adult"
"697","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,19,85841,"Leptodiaptomus minutus",8,"adult"
"698","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,16,666962,"Leptodiaptomus sicilis",8,"adult"
"699","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,1,85845,"Skistodiaptomus oregonensis",8,"adult"
"700","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"L",50,2,2,88789,"Diacyclops thomasi",8,"adult"
"701","10-May-17",36,1,79,320,46,839384,839999,0.01531,1,20,35,"W",50,50,1,90041,"Mysis spp.",9,"unknown"
"702","13-Jun-17",36,2,264,360,46,224820,225250,0.01316,1,20,35,"L",40,6,27,88789,"Diacyclops thomasi",8,"adult"
"703","13-Jun-17",36,2,264,360,46,224820,225250,0.01316,1,20,35,"L",40,6,32,85841,"Leptodiaptomus minutus",8,"adult"
"704","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,20,85839,"Leptodiaptomus ashlandi",8,"adult"
"705","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,13,88692,"Mesocyclops edax",2,"copepodite"
"706","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,1,88745,"Tropocyclops prasinus mexicanus",2,"copepodite"
"707","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,5,85775,"Limnocalanus macrurus",2,"copepodite"
"708","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,5,88789,"Diacyclops thomasi",8,"adult"
"709","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"L",70,1,2,85858,"Epischura lacustris",2,"copepodite"
"710","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"S",70,1,787,85257,"Copepoda or copepods",1,"nauplius"
"711","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"S",70,1,227,202422,"Plantae or plant",18,"pollen"
"712","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"S",70,1,3,59255,"Synchaeta",8,"adult"
"713","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"S",70,1,9,59417,"Conochilus",8,"adult"
"714","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"S",70,1,8,81338,"Dreissena",6,"veliger"
"715","14-Jun-17",36,2,283,364,82,248097,248647,0.01316,3,0,20,"S",70,1,3,59270,"Polyarthra",8,"adult"
"716","12-Jun-17",36,2,193,330,82,151976,152723,0.01316,3,20,40,"L",40,3,233,85258,"Calanoida or calanoids",2,"copepodite"
"717","12-Jun-17",36,2,193,330,82,151976,152723,0.01316,3,20,40,"L",40,3,36,85775,"Limnocalanus macrurus",2,"copepodite"
"718","12-Jun-17",36,2,193,330,82,151976,152723,0.01316,3,20,40,"L",40,3,9,85841,"Leptodiaptomus minutus",8,"adult"
"719","12-Jun-17",36,2,193,330,82,151976,152723,0.01316,3,20,40,"L",40,3,57,666962,"Leptodiaptomus sicilis",8,"adult"
"720","12-Jun-17",36,2,193,330,82,151976,152723,0.01316,3,20,40,"L",40,3,4,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"721","12-Jun-17",36,2,193,330,82,151976,152723,0.01316,3,20,40,"L",40,3,14,88789,"Diacyclops thomasi",8,"adult"
"722","12-Jun-17",36,2,193,330,82,151976,152723,0.01316,3,20,40,"L",40,3,14,85839,"Leptodiaptomus ashlandi",8,"adult"
"723","8-May-17",36,1,8,305,82,800270,800506,0.01531,3,20,40,"S",30,1,278,85257,"Copepoda or copepods",1,"nauplius"
"724","8-May-17",36,1,8,305,82,800270,800506,0.01531,3,20,40,"S",30,1,1,59270,"Polyarthra",8,"adult"
"725","8-May-17",36,1,8,305,82,800270,800506,0.01531,3,20,40,"S",30,1,2,58485,"Kellicottia",8,"adult"
"726","8-May-17",36,1,8,305,82,800270,800506,0.01531,3,20,40,"S",30,1,9,202422,"Plantae or plant",18,"pollen"
"727","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,187,85258,"Calanoida or calanoids",2,"copepodite"
"728","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,18,85841,"Leptodiaptomus minutus",8,"adult"
"729","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,11,83936,"Bosmina",8,"adult"
"730","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,4,85839,"Leptodiaptomus ashlandi",8,"adult"
"731","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,2,88530,"Cyclopoida or cyclopoids",2,"copepodite"
"732","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,6,666962,"Leptodiaptomus sicilis",8,"adult"
"733","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,5,85775,"Limnocalanus macrurus",2,"copepodite"
"734","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,1,85775,"Limnocalanus macrurus",8,"adult"
"735","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,3,88789,"Diacyclops thomasi",8,"adult"
"736","9-Jul-17",88,6,351,364,46,739404,740342,0.01451,3,20,35,"L",30,1,3,85375,"Senecella  calanoides",2,"copepodite"
